Pass,Result,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Custom,Equity DD %,Trades,Inp_IchimokuFilter_Enabled,InpRange3_Execution_Timeframe,InpRange3_TrendFilter_Timeframe,InpRange3_ATR_Period,InpRange3_ATR_Multiplier,InpRange3_SL_ATR_Period,InpRange3_SL_ATR_Multiplier,InpRange3_Trailing_ATR_Period,InpRange3_Trailing_ATR_Multiplier,InpRange3_RR_Ratio,InpRange3_PartialClosePercent
2526,3058.00,264.51,3.62343,1.51629,2.05957,3.69880,3058,2.54,73,false,16390,32769,28,2.4,51,1.8,115,2.7,12.45,26
3116,3047.00,77.01,4.53000,2.00667,1.14462,2.55332,3047,1.31,17,true,16408,6,128,1.56,47,1.5,18,1.4,12,42
2882,3038.00,225.07,3.08315,1.50962,2.04795,3.62414,3038,2.18,73,false,16390,32769,28,2.4,35,2.1,118,1.7,6.3,30
2112,3038.00,225.07,3.08315,1.50962,2.04795,3.62414,3038,2.18,73,false,16390,32769,28,2.4,35,2.1,16,1.5,3.15,71
2876,3007.00,3144.19,7.48617,1.26011,4.10554,2.36766,3007,9.05,420,true,30,16392,84,1.56,114,2.55,127,1.9,3.6,94
2144,3007.00,3144.19,7.48617,1.26011,4.10554,2.36766,3007,9.05,420,true,30,16392,84,1.56,34,2.55,127,1.9,3.6,94
4696,2995.00,2645.89,5.03021,1.24294,4.27902,2.27009,2995,8.85,526,false,16385,6,12,2.28,100,2.4,106,1.9,2.1,58
2560,2992.00,60.99,4.35643,1.93086,1.33137,2.68967,2992,0.90,14,false,16392,4,122,2.64,62,1.8,102,2.4,6.15,71
2989,2937.00,69.11,4.06529,2.05126,1.15126,2.53344,2937,1.17,17,true,16408,6,128,1.56,99,1.65,85,1.7,6.6,35
3138,2922.00,3464.74,8.47125,1.27689,3.84843,2.47283,2922,10.11,409,true,30,16392,84,1.56,29,2.55,59,1,7.05,21
2846,2922.00,3464.74,8.47125,1.27689,3.84843,2.47283,2922,10.11,409,true,30,16392,84,1.56,45,2.55,59,1,7.05,21
2780,2907.00,3457.72,8.45408,1.27642,3.84063,2.46892,2907,10.12,409,true,30,16392,84,1.56,67,2.55,65,1.3,7.2,21
2768,2907.00,3457.72,8.45408,1.27642,3.84063,2.46892,2907,10.12,409,true,30,16392,84,1.56,29,2.55,65,1.3,7.05,21
2841,2907.00,3458.57,8.45616,1.27643,3.84158,2.46821,2907,10.12,409,true,30,16392,84,1.56,45,2.55,14,1.6,7.35,24
2666,2907.00,3457.72,8.45408,1.27642,3.84063,2.46892,2907,10.12,409,true,30,16392,84,1.56,45,2.55,65,1.3,7.05,21
1678,2907.00,3457.72,8.45408,1.27642,3.84063,2.46892,2907,10.12,409,true,30,16392,84,1.56,88,2.55,65,1.3,7.2,21
3004,2890.00,3444.61,8.46342,1.27539,3.83677,2.45717,2890,10.10,407,true,30,16392,84,1.56,34,2.55,75,1.7,13.35,21
3073,2890.00,3444.61,8.46342,1.27539,3.83677,2.45717,2890,10.10,407,true,30,16392,84,1.56,8,2.55,87,2.7,13.35,21
3033,2890.00,3444.61,8.46342,1.27539,3.83677,2.45717,2890,10.10,407,true,30,16392,84,1.56,33,2.55,86,1.7,13.35,21
3029,2890.00,3444.61,8.46342,1.27539,3.83677,2.45717,2890,10.10,407,true,30,16392,84,1.56,37,2.55,7,1.3,13.05,21
3134,2890.00,3444.61,8.46342,1.27539,3.83677,2.45717,2890,10.10,407,true,30,16392,84,1.56,53,2.55,85,2.9,13.35,21
3094,2890.00,3444.61,8.46342,1.27539,3.83677,2.45717,2890,10.10,407,true,30,16392,84,1.56,56,2.55,75,1.7,13.2,21
3014,2890.00,3444.61,8.46342,1.27539,3.83677,2.45717,2890,10.10,407,true,30,16392,84,1.56,45,2.55,85,1.4,12,21
3006,2890.00,3444.61,8.46342,1.27539,3.83677,2.45717,2890,10.10,407,true,30,16392,84,1.56,34,2.55,117,2.4,13.35,21
2998,2890.00,3444.61,8.46342,1.27539,3.83677,2.45717,2890,10.10,407,true,30,16392,84,1.56,45,2.55,123,1.7,13.2,21
2860,2890.00,3444.61,8.46342,1.27539,3.83677,2.45717,2890,10.10,407,true,30,16392,84,1.56,114,2.55,90,2.7,13.35,21
2856,2890.00,3444.61,8.46342,1.27539,3.83677,2.45717,2890,10.10,407,true,30,16392,84,1.56,56,2.55,78,2.6,13.35,21
2816,2890.00,3444.61,8.46342,1.27539,3.83677,2.45717,2890,10.10,407,true,30,16392,84,1.56,56,2.55,8,3,13.2,21
2812,2890.00,3444.61,8.46342,1.27539,3.83677,2.45717,2890,10.10,407,true,30,16392,84,1.56,56,2.55,75,1.7,11.4,21
2808,2890.00,3444.61,8.46342,1.27539,3.83677,2.45717,2890,10.10,407,true,30,16392,84,1.56,34,2.55,75,2.6,13.35,21
2842,2890.00,3444.61,8.46342,1.27539,3.83677,2.45717,2890,10.10,407,true,30,16392,84,1.56,34,2.55,37,2.6,11.1,21
2786,2890.00,3444.61,8.46342,1.27539,3.83677,2.45717,2890,10.10,407,true,30,16392,84,1.56,45,2.55,75,2.6,13.35,21
2758,2890.00,3444.61,8.46342,1.27539,3.83677,2.45717,2890,10.10,407,true,30,16392,84,1.56,34,2.55,114,2.4,12.75,36
2749,2890.00,3444.61,8.46342,1.27539,3.83677,2.45717,2890,10.10,407,true,30,16392,84,1.56,34,2.55,119,2.7,13.35,21
2693,2890.00,3444.61,8.46342,1.27539,3.83677,2.45717,2890,10.10,407,true,30,16392,84,1.56,33,2.55,89,2.7,13.35,21
2688,2890.00,3444.61,8.46342,1.27539,3.83677,2.45717,2890,10.10,407,true,30,16392,84,1.56,33,2.55,89,2.7,12.9,21
2799,2890.00,3444.61,8.46342,1.27539,3.83677,2.45717,2890,10.10,407,true,30,16392,84,1.56,56,2.55,75,1.7,13.35,21
2702,2890.00,3444.61,8.46342,1.27539,3.83677,2.45717,2890,10.10,407,true,30,16392,84,1.56,34,2.55,114,2.4,12.75,21
2559,2890.00,3444.61,8.46342,1.27539,3.83677,2.45717,2890,10.10,407,true,30,16392,84,1.56,56,2.55,119,2.7,13.35,21
2546,2890.00,3444.61,8.46342,1.27539,3.83677,2.45717,2890,10.10,407,true,30,16392,84,1.56,45,2.55,85,2.9,13.35,16
2502,2890.00,3444.61,8.46342,1.27539,3.83677,2.45717,2890,10.10,407,true,30,16392,84,1.56,34,2.55,85,1.4,12,21
2572,2890.00,3444.61,8.46342,1.27539,3.83677,2.45717,2890,10.10,407,true,30,16392,84,1.56,37,2.55,117,2.4,13.35,21
2487,2890.00,3444.61,8.46342,1.27539,3.83677,2.45717,2890,10.10,407,true,30,16392,84,1.56,114,2.55,87,2.7,13.35,21
2662,2890.00,3444.61,8.46342,1.27539,3.83677,2.45717,2890,10.10,407,true,30,16392,84,1.56,88,2.55,89,2.7,13.35,21
2461,2890.00,3444.61,8.46342,1.27539,3.83677,2.45717,2890,10.10,407,true,30,16392,84,1.56,34,2.55,127,1.6,13.35,21
2376,2890.00,3444.61,8.46342,1.27539,3.83677,2.45717,2890,10.10,407,true,30,16392,84,1.56,56,2.55,75,2.6,13.35,21
2381,2890.00,3444.61,8.46342,1.27539,3.83677,2.45717,2890,10.10,407,true,30,16392,84,1.56,34,2.55,75,1.7,11.4,21
2435,2890.00,3444.61,8.46342,1.27539,3.83677,2.45717,2890,10.10,407,true,30,16392,84,1.56,45,2.55,123,2.7,13.35,21
2339,2890.00,3444.61,8.46342,1.27539,3.83677,2.45717,2890,10.10,407,true,30,16392,84,1.56,34,2.55,87,2.7,13.35,21
2309,2890.00,3444.61,8.46342,1.27539,3.83677,2.45717,2890,10.10,407,true,30,16392,84,1.56,37,2.55,86,1.7,13.35,21
2111,2890.00,3444.61,8.46342,1.27539,3.83677,2.45717,2890,10.10,407,true,30,16392,84,1.56,37,2.55,85,2.9,13.35,21
1759,2890.00,3444.61,8.46342,1.27539,3.83677,2.45717,2890,10.10,407,true,30,16392,84,1.56,56,2.55,87,2.7,13.35,21
1801,2890.00,3444.61,8.46342,1.27539,3.83677,2.45717,2890,10.10,407,true,30,16392,84,1.56,33,2.55,7,1.3,13.05,21
1951,2890.00,3444.61,8.46342,1.27539,3.83677,2.45717,2890,10.10,407,true,30,16392,84,1.56,37,2.55,89,2.7,13.35,21
1505,2890.00,3444.61,8.46342,1.27539,3.83677,2.45717,2890,10.10,407,true,30,16392,84,1.56,34,2.55,86,1.7,13.35,21
1271,2890.00,3444.61,8.46342,1.27539,3.83677,2.45717,2890,10.10,407,true,30,16392,84,1.56,45,2.55,117,2.4,13.35,21
1424,2890.00,3444.61,8.46342,1.27539,3.83677,2.45717,2890,10.10,407,true,30,16392,84,1.56,45,2.55,85,2.9,13.35,21
1045,2890.00,3444.61,8.46342,1.27539,3.83677,2.45717,2890,10.10,407,true,30,16392,84,1.56,56,2.55,89,2.7,13.35,21
1116,2890.00,3444.61,8.46342,1.27539,3.83677,2.45717,2890,10.10,407,true,30,16392,84,1.56,34,2.55,85,2.9,13.35,21
628,2890.00,3444.61,8.46342,1.27539,3.83677,2.45717,2890,10.10,407,true,30,16392,84,1.56,45,2.55,89,2.7,13.35,21
429,2890.00,3444.61,8.46342,1.27539,3.83677,2.45717,2890,10.10,407,true,30,16392,84,1.56,34,2.55,89,2.7,13.35,21
5439,2868.00,2554.60,5.23484,1.23772,4.21475,2.07132,2868,8.76,488,false,16385,6,12,2.28,64,2.4,119,2.9,9,71
2464,2836.00,3414.47,8.34834,1.27328,3.81130,2.44283,2836,10.12,409,true,30,16392,84,1.56,88,2.55,123,2.5,7.2,21
2714,2774.00,57.88,3.40471,1.93992,1.12432,2.31466,2774,1.01,17,true,16408,6,122,1.56,62,1.8,84,1.7,8.55,35
2861,2757.00,35.61,2.54357,1.86056,1.27864,2.48407,2757,0.55,14,false,16392,4,122,2.64,110,2.85,65,1.3,14.85,71
2468,2757.00,35.61,2.54357,1.86056,1.27864,2.48407,2757,0.55,14,false,16392,4,122,2.64,62,2.85,65,1.3,14.85,71
2968,2734.00,53.86,6.73250,2.81837,1.09874,1.11351,2734,0.98,8,true,16392,3,97,2.88,8,1.95,102,1.6,12,93
3145,2734.00,53.86,6.73250,2.81837,1.09874,1.11351,2734,0.98,8,true,16392,3,97,2.88,77,1.95,74,2.3,14.1,93
2781,2734.00,53.86,6.73250,2.81837,1.09874,1.11351,2734,0.98,8,true,16392,3,97,2.88,42,1.95,12,3,14.1,93
2760,2734.00,53.86,6.73250,2.81837,1.09874,1.11351,2734,0.98,8,true,16392,3,97,2.88,8,1.95,102,1.5,14.1,93
2514,2734.00,53.86,6.73250,2.81837,1.09874,1.11351,2734,0.98,8,true,16392,3,97,2.88,130,1.95,102,1.5,12,26
2599,2734.00,53.86,6.73250,2.81837,1.09874,1.11351,2734,0.98,8,true,16392,3,97,2.88,66,1.95,29,1.3,14.1,93
3103,2733.00,42.75,5.34375,2.85386,1.10124,1.14678,2733,0.77,8,true,16392,3,97,2.88,8,2.55,75,2.6,13.5,93
3018,2733.00,42.75,5.34375,2.85386,1.10124,1.14678,2733,0.77,8,true,16392,3,97,2.88,42,2.55,123,1.7,13.8,93
2982,2733.00,42.75,5.34375,2.85386,1.10124,1.14678,2733,0.77,8,true,16392,3,97,2.88,77,2.55,85,2.3,14.1,93
2874,2733.00,42.75,5.34375,2.85386,1.10124,1.14678,2733,0.77,8,true,16392,3,97,2.88,66,2.55,123,2.7,14.55,93
2862,2733.00,42.75,5.34375,2.85386,1.10124,1.14678,2733,0.77,8,true,16392,3,97,2.88,77,2.55,123,1.7,6.6,94
2814,2733.00,42.75,5.34375,2.85386,1.10124,1.14678,2733,0.77,8,true,16392,3,97,2.88,106,2.55,123,1.7,6.6,83
2901,2733.00,42.75,5.34375,2.85386,1.10124,1.14678,2733,0.77,8,true,16392,3,97,2.88,99,2.55,117,2.2,12.75,84
2737,2733.00,42.75,5.34375,2.85386,1.10124,1.14678,2733,0.77,8,true,16392,3,97,2.88,42,2.55,75,1.7,13.8,93
2924,2733.00,42.75,5.34375,2.85386,1.10124,1.14678,2733,0.77,8,true,16392,3,97,2.88,66,2.55,7,1.3,14.4,93
2887,2733.00,42.75,5.34375,2.85386,1.10124,1.14678,2733,0.77,8,true,16392,3,97,2.88,138,2.55,123,1.7,11.4,84
2848,2733.00,42.75,5.34375,2.85386,1.10124,1.14678,2733,0.77,8,true,16392,3,97,2.88,138,2.55,8,3,3.15,87
2649,2733.00,42.75,5.34375,2.85386,1.10124,1.14678,2733,0.77,8,true,16392,3,97,2.88,106,2.55,107,2.4,12.75,84
2476,2733.00,42.75,5.34375,2.85386,1.10124,1.14678,2733,0.77,8,true,16392,3,97,2.88,138,2.55,85,2.5,12.75,84
2674,2733.00,42.75,5.34375,2.85386,1.10124,1.14678,2733,0.77,8,true,16392,3,97,2.88,66,2.55,75,1.7,14.55,93
2536,2733.00,42.75,5.34375,2.85386,1.10124,1.14678,2733,0.77,8,true,16392,3,97,2.88,10,2.55,34,2.5,14.1,93
2248,2733.00,42.75,5.34375,2.85386,1.10124,1.14678,2733,0.77,8,true,16392,3,97,2.88,66,2.55,89,2.7,14.55,93
2443,2733.00,42.75,5.34375,2.85386,1.10124,1.14678,2733,0.77,8,true,16392,3,97,2.88,99,2.55,97,2.4,12.75,84
2351,2733.00,42.75,5.34375,2.85386,1.10124,1.14678,2733,0.77,8,true,16392,3,97,2.88,130,2.55,59,2.5,14.1,93
2271,2733.00,42.75,5.34375,2.85386,1.10124,1.14678,2733,0.77,8,true,16392,3,97,2.88,138,2.55,114,2.4,12.75,84
2215,2733.00,42.75,5.34375,2.85386,1.10124,1.14678,2733,0.77,8,true,16392,3,97,2.88,42,2.55,34,2.5,14.1,93
2044,2733.00,42.75,5.34375,2.85386,1.10124,1.14678,2733,0.77,8,true,16392,3,97,2.88,138,2.55,117,2.4,12.75,84
1969,2733.00,42.75,5.34375,2.85386,1.10124,1.14678,2733,0.77,8,true,16392,3,97,2.88,99,2.55,117,2.4,12.75,84
1796,2733.00,42.75,5.34375,2.85386,1.10124,1.14678,2733,0.77,8,true,16392,3,97,2.88,106,2.55,66,2.2,14.25,89
1356,2733.00,42.75,5.34375,2.85386,1.10124,1.14678,2733,0.77,8,true,16392,3,97,2.88,106,2.55,117,2.4,12.75,84
2777,2728.00,178.69,2.44781,1.48137,1.95247,3.46404,2728,1.82,73,false,16390,32769,28,2.4,35,2.55,34,2.5,3.15,26
1366,2728.00,178.69,2.44781,1.48137,1.95247,3.46404,2728,1.82,73,false,16390,32769,28,2.4,35,2.55,105,2.7,12.45,26
2280,2712.00,70.07,5.00500,1.88205,1.27888,2.55814,2712,1.07,14,false,16392,4,122,2.64,38,1.5,30,2.4,14.85,71
1774,2712.00,70.07,5.00500,1.88205,1.27888,2.55814,2712,1.07,14,false,16392,4,122,2.64,62,1.5,30,2.4,14.85,71
3444,2675.00,39.54,2.32588,1.94639,1.15817,2.40093,2675,0.67,17,true,16408,6,124,1.56,35,2.55,75,2.9,13.35,33
2520,2658.00,67.86,3.57158,2.07971,1.46250,3.53190,2658,0.92,19,true,16408,6,128,1.44,69,2.25,10,1.5,12.15,26
1923,2658.00,67.86,3.57158,2.07971,1.46250,3.53190,2658,0.92,19,true,16408,6,128,1.44,69,2.25,29,1.4,12,26
1216,2658.00,67.86,3.57158,2.07971,1.46250,3.53190,2658,0.92,19,true,16408,6,128,1.44,69,2.25,32,1.4,12,26
2570,2638.00,228.35,3.12808,1.47797,1.96009,3.44958,2638,2.31,73,false,16390,32769,28,2.4,35,1.95,8,3,3.15,71
2414,2638.00,228.35,3.12808,1.47797,1.96009,3.44958,2638,2.31,73,false,16390,32769,28,2.4,35,1.95,29,1.3,8.85,71
2314,2638.00,228.35,3.12808,1.47797,1.96009,3.44958,2638,2.31,73,false,16390,32769,28,2.4,35,1.95,12,3,3.15,26
250,2638.00,228.35,3.12808,1.47797,1.96009,3.44958,2638,2.31,73,false,16390,32769,28,2.4,35,1.95,115,2.7,12.45,26
3146,2614.00,39.11,2.30059,1.95019,1.13957,2.41379,2614,0.68,17,true,16408,6,122,1.56,88,2.7,111,1.7,6.6,35
2875,2614.00,39.11,2.30059,1.95019,1.13957,2.41379,2614,0.68,17,true,16408,6,122,1.56,14,2.7,73,1.6,6.6,35
2029,2614.00,39.11,2.30059,1.95019,1.13957,2.41379,2614,0.68,17,true,16408,6,122,1.56,34,2.7,137,1.7,7.2,36
2771,2530.00,2482.93,8.62129,1.33084,2.57803,3.14546,2530,12.13,288,true,16385,16392,8,3,9,2.7,73,2.8,3.9,16
2918,2503.00,184.66,2.52959,1.47484,1.88371,3.44257,2503,1.95,73,false,16390,32769,28,2.4,51,2.4,115,2.7,12.45,26
2973,2492.00,60.86,7.60750,2.83038,1.13018,1.12222,2492,1.07,8,true,16392,3,97,2.88,62,1.8,68,2.2,13.95,93
2974,2492.00,60.86,7.60750,2.83038,1.13018,1.12222,2492,1.07,8,true,16392,3,97,2.88,10,1.8,109,1.7,6.6,93
2723,2492.00,60.86,7.60750,2.83038,1.13018,1.12222,2492,1.07,8,true,16392,3,97,2.88,109,1.8,115,2.7,12.45,87
2734,2421.00,70.25,3.69737,2.05291,1.27265,3.54420,2421,1.08,19,true,16408,6,128,1.44,69,2.1,32,1.4,12,26
2466,2421.00,70.25,3.69737,2.05291,1.27265,3.54420,2421,1.08,19,true,16408,6,128,1.44,37,2.1,32,1.4,12,26
1720,2413.00,66.13,3.48053,2.03522,1.41636,3.45045,2413,0.92,19,true,16408,6,125,1.44,102,2.25,32,1.4,12,26
2292,2408.00,50.14,6.26750,2.80685,1.12145,1.13895,2408,0.89,8,true,16392,3,97,2.88,109,2.25,118,1.7,13.35,84
4025,2400.00,2311.72,4.73713,1.23467,3.96603,1.98787,2400,10.47,488,false,16385,6,12,2.28,64,2.55,113,2.7,9,71
2827,2375.00,55.53,3.26647,1.92581,1.07867,2.42718,2375,1.01,17,true,16408,6,122,1.56,34,1.95,109,1.7,6.6,35
2369,2375.00,55.53,3.26647,1.92581,1.07867,2.42718,2375,1.01,17,true,16408,6,122,1.56,34,1.95,102,2.4,7.35,36
3330,2351.00,37.83,2.22529,1.89138,1.10227,2.30781,2351,0.68,17,true,16408,6,122,1.56,67,2.55,81,1.7,6.6,35
2803,2351.00,37.83,2.22529,1.89138,1.10227,2.30781,2351,0.68,17,true,16408,6,122,1.56,130,2.55,89,1.1,6.6,35
2530,2351.00,37.83,2.22529,1.89138,1.10227,2.30781,2351,0.68,17,true,16408,6,122,1.56,14,2.55,75,1.7,6.6,35
2576,2351.00,37.83,2.22529,1.89138,1.10227,2.30781,2351,0.68,17,true,16408,6,122,1.56,130,2.55,75,1.7,6.6,35
2894,2301.00,65.34,4.66714,1.87575,1.21270,2.57416,2301,1.06,14,false,16392,4,122,2.64,38,1.65,30,2.4,14.85,71
2765,2301.00,65.34,4.66714,1.87575,1.21270,2.57416,2301,1.06,14,false,16392,4,122,2.64,126,1.65,30,2.4,14.85,71
2003,2301.00,65.34,4.66714,1.87575,1.21270,2.57416,2301,1.06,14,false,16392,4,122,2.64,110,1.65,30,2.4,14.85,71
1541,2301.00,65.34,4.66714,1.87575,1.21270,2.57416,2301,1.06,14,false,16392,4,122,2.64,62,1.65,30,2.4,14.85,71
2920,2292.00,70.18,8.77250,2.76287,1.09571,1.10298,2292,1.28,8,true,16392,3,97,2.88,77,1.5,113,2.3,14.1,93
2873,2292.00,70.18,8.77250,2.76287,1.09571,1.10298,2292,1.28,8,true,16392,3,97,2.88,55,1.5,62,2.7,12.75,84
2217,2292.00,70.18,8.77250,2.76287,1.09571,1.10298,2292,1.28,8,true,16392,3,97,2.88,130,1.5,62,2.7,12.75,84
2225,2292.00,70.18,8.77250,2.76287,1.09571,1.10298,2292,1.28,8,true,16392,3,97,2.88,42,1.5,31,2.5,14.1,93
1978,2292.00,70.18,8.77250,2.76287,1.09571,1.10298,2292,1.28,8,true,16392,3,97,2.88,77,1.5,31,1.3,8.7,94
1022,2292.00,70.18,8.77250,2.76287,1.09571,1.10298,2292,1.28,8,true,16392,3,97,2.88,18,1.5,62,2.7,12.75,84
580,2292.00,70.18,8.77250,2.76287,1.09571,1.10298,2292,1.28,8,true,16392,3,97,2.88,106,1.5,62,2.7,12.75,84
2687,2235.00,70.79,4.16412,1.89483,1.03132,2.35775,2235,1.34,17,true,16408,6,122,1.56,34,1.5,113,1.9,7.2,36
2902,2235.00,70.79,4.16412,1.89483,1.03132,2.35775,2235,1.34,17,true,16408,6,122,1.56,34,1.5,30,2.4,14.85,55
2733,2235.00,70.79,4.16412,1.89483,1.03132,2.35775,2235,1.34,17,true,16408,6,122,1.56,14,1.5,31,2.5,6.9,35
3025,2173.00,2966.01,7.23417,1.24577,3.64469,2.22455,2173,10.82,410,true,30,16392,132,1.56,106,2.55,59,1,7.05,21
2769,2161.00,63.21,3.32684,2.02680,1.35615,3.35058,2161,0.92,19,true,16408,6,132,1.44,69,2.4,123,1.7,6.6,35
2566,2159.00,30.59,3.39889,2.30281,1.03066,1.18228,2159,0.59,9,false,16392,3,97,2.88,109,3,29,1.3,8.85,71
2851,2148.00,36.71,2.15941,1.86032,1.06529,2.24143,2148,0.68,17,true,16408,6,121,1.56,130,2.55,117,2.4,13.35,21
2818,2063.00,62.27,3.27737,2.01500,1.34203,3.30026,2063,0.92,19,true,16408,6,128,1.44,69,2.4,117,2.4,12.75,36
2897,2063.00,62.27,3.27737,2.01500,1.34203,3.30026,2063,0.92,19,true,16408,6,128,1.44,69,2.4,97,1.6,12,26
2593,2063.00,62.27,3.27737,2.01500,1.34203,3.30026,2063,0.92,19,true,16408,6,128,1.44,69,2.4,123,1.7,6.6,35
2415,2063.00,62.27,3.27737,2.01500,1.34203,3.30026,2063,0.92,19,true,16408,6,128,1.44,69,2.4,14,1.6,7.35,40
2354,2063.00,62.27,3.27737,2.01500,1.34203,3.30026,2063,0.92,19,true,16408,6,128,1.44,69,2.4,117,2.4,13.35,21
1854,2063.00,62.27,3.27737,2.01500,1.34203,3.30026,2063,0.92,19,true,16408,6,128,1.44,69,2.4,117,1.4,12,26
896,2063.00,62.27,3.27737,2.01500,1.34203,3.30026,2063,0.92,19,true,16408,6,128,1.44,69,2.4,7,1.3,6.6,35
2620,2061.00,46.40,2.72941,1.94559,1.05719,2.31214,2061,0.86,17,true,16408,6,122,1.56,62,2.25,118,1.7,8.1,35
2024,1916.00,40.65,2.90357,1.81659,1.13168,2.40149,1916,0.71,14,false,16392,4,122,2.64,109,2.4,123,2.5,14.85,71
1835,1916.00,40.65,2.90357,1.81659,1.13168,2.40149,1916,0.71,14,false,16392,4,122,2.64,62,2.4,123,2.5,14.85,71
2117,1857.00,60.54,3.18632,1.97050,1.29664,3.21666,1857,0.92,19,true,16408,6,125,1.44,69,2.4,92,1.6,7.35,40
2259,1855.00,2823.20,6.90269,1.24398,3.75411,2.17729,1855,14.51,409,true,30,16392,84,1.56,88,2.7,65,1.3,7.2,21
3005,1833.00,40.19,2.87071,1.82662,1.11888,2.46390,1833,0.71,14,false,16392,4,122,2.64,62,2.55,114,2.8,3,71
2291,1833.00,40.19,2.87071,1.82662,1.11888,2.46390,1833,0.71,14,false,16392,4,122,2.64,16,2.55,123,2.5,14.85,71
3107,1830.00,2805.20,6.89238,1.24277,3.73017,2.16333,1830,14.51,407,true,30,16392,84,1.56,56,2.7,31,2.5,12.75,21
3016,1830.00,2805.20,6.89238,1.24277,3.73017,2.16333,1830,14.51,407,true,30,16392,84,1.56,34,2.7,95,2.9,13.35,21
2986,1830.00,2805.20,6.89238,1.24277,3.73017,2.16333,1830,14.51,407,true,30,16392,84,1.56,37,2.7,73,2.9,13.35,21
2772,1830.00,2805.20,6.89238,1.24277,3.73017,2.16333,1830,14.51,407,true,30,16392,84,1.56,46,2.7,127,2.7,13.35,21
2782,1830.00,2805.20,6.89238,1.24277,3.73017,2.16333,1830,14.51,407,true,30,16392,84,1.56,56,2.7,127,2.7,13.35,21
2789,1830.00,2805.20,6.89238,1.24277,3.73017,2.16333,1830,14.51,407,true,30,16392,84,1.56,56,2.7,31,3,12.75,21
2709,1830.00,2805.20,6.89238,1.24277,3.73017,2.16333,1830,14.51,407,true,30,16392,84,1.56,37,2.7,122,2.7,13.35,21
2871,1830.00,2805.20,6.89238,1.24277,3.73017,2.16333,1830,14.51,407,true,30,16392,84,1.56,77,2.7,31,2.6,11.1,21
2715,1830.00,2805.20,6.89238,1.24277,3.73017,2.16333,1830,14.51,407,true,30,16392,84,1.56,45,2.7,105,2.9,8.7,23
2550,1830.00,2805.20,6.89238,1.24277,3.73017,2.16333,1830,14.51,407,true,30,16392,84,1.56,34,2.7,86,1.7,13.35,21
2507,1830.00,2805.20,6.89238,1.24277,3.73017,2.16333,1830,14.51,407,true,30,16392,84,1.56,34,2.7,137,2.6,13.35,21
2632,1830.00,2805.20,6.89238,1.24277,3.73017,2.16333,1830,14.51,407,true,30,16392,84,1.56,34,2.7,79,1.7,13.35,21
2389,1830.00,2805.20,6.89238,1.24277,3.73017,2.16333,1830,14.51,407,true,30,16392,84,1.56,56,2.7,138,1.6,13.2,21
2345,1830.00,2805.20,6.89238,1.24277,3.73017,2.16333,1830,14.51,407,true,30,16392,84,1.56,34,2.7,31,2.6,11.1,21
2335,1830.00,2805.20,6.89238,1.24277,3.73017,2.16333,1830,14.51,407,true,30,16392,84,1.56,56,2.7,73,2.8,11.1,21
2413,1830.00,2805.20,6.89238,1.24277,3.73017,2.16333,1830,14.51,407,true,30,16392,84,1.56,45,2.7,12,1.4,13.35,21
2211,1830.00,2805.20,6.89238,1.24277,3.73017,2.16333,1830,14.51,407,true,30,16392,84,1.56,34,2.7,73,2.8,11.1,21
1842,1830.00,2805.20,6.89238,1.24277,3.73017,2.16333,1830,14.51,407,true,30,16392,84,1.56,34,2.7,128,2.7,13.35,21
1844,1830.00,2805.20,6.89238,1.24277,3.73017,2.16333,1830,14.51,407,true,30,16392,84,1.56,30,2.7,127,2.7,13.35,21
1802,1830.00,2805.20,6.89238,1.24277,3.73017,2.16333,1830,14.51,407,true,30,16392,84,1.56,34,2.7,137,1.7,12,21
1513,1830.00,2805.20,6.89238,1.24277,3.73017,2.16333,1830,14.51,407,true,30,16392,84,1.56,34,2.7,127,2.8,13.35,21
1653,1830.00,2805.20,6.89238,1.24277,3.73017,2.16333,1830,14.51,407,true,30,16392,84,1.56,34,2.7,138,1.6,13.35,21
1420,1830.00,2805.20,6.89238,1.24277,3.73017,2.16333,1830,14.51,407,true,30,16392,84,1.56,34,2.7,127,2.7,13.35,21
1368,1830.00,2805.20,6.89238,1.24277,3.73017,2.16333,1830,14.51,407,true,30,16392,84,1.56,37,2.7,127,2.7,13.35,21
1031,1830.00,2805.20,6.89238,1.24277,3.73017,2.16333,1830,14.51,407,true,30,16392,84,1.56,45,2.7,127,2.7,13.35,21
2898,1787.00,49.27,3.51929,1.78782,1.09733,2.34313,1787,0.88,14,false,16392,4,122,2.64,38,1.95,102,2.4,7.35,84
3115,1775.00,2767.92,6.75102,1.23991,3.68845,2.14172,1775,14.48,410,true,30,16392,84,1.56,56,2.7,127,2.8,6.3,19
3821,1726.00,74.54,3.72700,1.97629,1.22117,3.23848,1726,1.21,20,false,16408,6,97,1.56,13,2.4,123,2.4,13.35,53
3760,1726.00,74.54,3.72700,1.97629,1.22117,3.23848,1726,1.21,20,false,16408,6,97,1.56,13,2.4,19,2.9,14.4,41
2568,1716.00,73.32,3.66600,1.95681,1.19181,3.18760,1716,1.22,20,false,16408,16388,95,1.56,13,2.4,89,1.1,5.85,58
2303,1716.00,73.32,3.66600,1.95681,1.19181,3.18760,1716,1.22,20,false,16408,16388,95,1.56,13,2.4,7,2.2,5.85,55
